apache@commons-fileupload org.jboss.errai:errai-security-server
apache@maven-wagon org.apache.maven.wagon:wagon-webdav-jackrabbit
wlhbdp@bdp-platform io.vertx:vertx-grpc
wlhbdp@bdp-platform io.airlift:testing-postgresql-server
zuihou@lamp-util com.fasterxml.jackson.core:jackson-databind
apache@directory-server org.apache.directory.server:apacheds-core-shared
apache@james-mime4j com.google.apis:google-api-services-bigquery
FasterXML@jackson-databind org.opendaylight.aaa.web:web-api
codefollower@Tomcat-Research org.glassfish.main.web:web-naming
sofastack@sofa-tracer com.lmax:disruptor
eclipse-vertx@vertx-sql-client io.jaegertracing:jaeger-core
wlhbdp@bdp-platform com.twitter:parquet-column
starblues-zhuo@springboot-plugin-framework-parent io.honeycomb.beeline:beeline-core
wlhbdp@bdp-platform org.igniterealtime.smack:smack-tcp
eclipse-vertx@vertx-sql-client com.fasterxml.uuid:java-uuid-generator
codefollower@Tomcat-Research org.jboss.resteasy:resteasy-jaxrs
wlhbdp@bdp-platform org.jboss.netty:netty
eclipse-vertx@vertx-sql-client io.vertx:vertx-sql-common
geosdi@geo-platform org.apache.cxf:cxf-rt-bindings-corba
codefollower@Tomcat-Research org.mortbay.jetty:servlet-api
wlhbdp@bdp-platform org.keycloak:keycloak-spring-security-adapter
alibaba@Sentinel com.alibaba.csp:sentinel-cluster-client-default
eclipse-vertx@vertx-sql-client io.vertx:vertx-sql-client-templates
codefollower@Tomcat-Research org.apache.tomee:javaee-api
apache@maven-plugin-tools org.apache.maven.plugin-tools:maven-plugin-tools-generators
jkutner@saferegex regexp:regexp
snowflakedb@snowflake-jdbc org.apache.maven.wagon:wagon-http-shared
apache@tika org.apache.tika:tika-core
vert-x3@vertx-redis-client io.vertx:vertx-redis-client
wlhbdp@bdp-platform io.netty:netty-common
wlhbdp@bdp-platform com.jcraft:jsch.agentproxy.pageant
wlhbdp@bdp-platform org.kie.soup:kie-soup-dataset-api
apache@maven-wagon org.apache.maven.wagon:wagon-http-lightweight
codefollower@Tomcat-Research org.glassfish.web:javax.el
apache@tika org.eclipse.milo:stack-core
wlhbdp@bdp-platform com.alibaba.otter:canal.client
OpenHFT@Chronicle-Map net.openhft:lang
wlhbdp@bdp-platform org.jmockit:jmockit
codefollower@Tomcat-Research com.stormpath.sdk:stormpath-sdk-api
javaee@servlet-spec org.mortbay.jetty:servlet-api
codefollower@Tomcat-Research com.google.code.gson:gson
apache@maven-plugin-tools org.apache.maven:maven-plugin-api
wlhbdp@bdp-platform com.google.api.grpc:proto-google-cloud-pubsub-v1
wlhbdp@bdp-platform org.sonatype.goodies:goodies-testsupport
wlhbdp@bdp-platform com.orientechnologies:orientdb-graphdb
codefollower@Tomcat-Research org.mortbay.jetty:jsp-2.1
apache@maven-wagon org.apache.maven.wagon:wagon-provider-api
majianzheng@jarboot com.baomidou:mybatis-plus
yeshodhan@android-jaxb xerces:xmlParserAPIs
majianzheng@jarboot org.springframework:spring-webmvc
FasterXML@jackson-databind org.apache.tez:tez-common
geosdi@geo-platform com.sun.jersey:jersey-server
wlhbdp@bdp-platform io.kubernetes:client-java-spring-integration
wlhbdp@bdp-platform io.airlift:log-manager
codefollower@Tomcat-Research org.apache.tomcat:tomcat-catalina-ha
starblues-zhuo@springboot-plugin-framework-parent com.stormpath.sdk:stormpath-sdk-api
majianzheng@jarboot software.amazon.smithy:smithy-utils
apache@openwebbeans org.apache.openwebbeans:openwebbeans-web
apache@maven-wagon org.apache.avro:avro-ipc-jetty
apache@tika io.dropwizard:dropwizard-client
GateNLP@gate-core org.wildfly.core:wildfly-controller
alibaba@Sentinel org.slf4j:slf4j-log4j12
codefollower@Tomcat-Research org.graylog2:syslog4j
codefollower@Tomcat-Research org.glassfish.main.web:web-core
polarismesh@polaris-java org.codehaus.plexus:plexus-classworlds
wlhbdp@bdp-platform nl.vpro.shared:vpro-shared-util
eclipse-vertx@vertx-sql-client io.vertx:vertx-sql-client
zuihou@lamp-util com.github.docker-java:docker-java
